31.10.2020	84105681	6864	73690
31.10.2020	84105702	3252	40648
31.10.2020	84105710	202	66574
31.10.2020	84105720	28	45303
31.10.2020	84105743	5010	86675
31.10.2020	84105928	13	38405
31.10.2020	84105964	3216	65864
31.10.2020	84105980	865	21586
31.10.2020	84105983	7	36184
31.10.2020	84106869	225	72327
31.10.2020	84106958	26	40386
31.10.2020	84107080	3781	60589
31.10.2020	84107095	1266	14457
31.10.2020	84107100	2080	50725
31.10.2020	84107112	2336	66721
31.10.2020	84107123	0	47146
31.10.2020	84107190	1790	36398
31.10.2020	84107199	6011	53228
31.10.2020	84107214	13544	63829
31.10.2020	84107215	11298	20105
31.10.2020	84107218	24590	56576
31.10.2020	84107225	2484	72038
31.10.2020	84107230	5902	99647
31.10.2020	84107235	196	97213
31.10.2020	84107238	3	76590
31.10.2020	84107251	2327	76995
31.10.2020	84107255	165	80363
31.10.2020	84107265	175	53196
31.10.2020	84107267	13	90592
31.10.2020	84107278	6300	76067
31.10.2020	84107306	4437	79705
31.10.2020	84107424	126	83233
31.10.2020	84107429	95	81105
31.10.2020	84107438	3308	82660
31.10.2020	84107446	834	89839
31.10.2020	84107447	1482	47751
31.10.2020	43477141	2178	95722
31.10.2020	84107579	5900	33208
31.10.2020	84107606	56	87951
31.10.2020	84107609	106	86366
31.10.2020	84107612	2841	84830
31.10.2020	84107614	265	82401
31.10.2020	84107644	73	78938
31.10.2020	84107647	4511	53480
31.10.2020	84107650	119	89189
31.10.2020	84107658	10393	85475
31.10.2020	84107683	143	64796
31.10.2020	84107686	3185	11559
31.10.2020	84107688	1214	85055
31.10.2020	84107697	1508	76381
31.10.2020	84107729	806	85784
31.10.2020	84107751	10	25672
31.10.2020	84107761	40	81415
31.10.2020	84107767	6070	18978
31.10.2020	84107768	137	81821
31.10.2020	84117691	12841	81516
31.10.2020	84150185	58	77680
31.10.2020	84150186	21389	46416
31.10.2020	84150192	1709	65533
31.10.2020	84150193	166	11661
31.10.2020	84150203	5190	76452
31.10.2020	84150205	2882	64421
31.10.2020	84437458	24	20172
31.10.2020	84150208	2190	68349
31.10.2020	84150218	5256	10180
31.10.2020	84150228	21109	82049
31.10.2020	84150234	1117	43699
31.10.2020	84150246	40	56742
31.10.2020	84150253	288	87801
31.10.2020	84150261	554	82885
31.10.2020	84150263	20	80559
31.10.2020	84437848	42	44389
31.10.2020	84150265	16	87463
31.10.2020	84150266	9637	76586
31.10.2020	84150268	1933	31139
31.10.2020	84150269	318	89106
31.10.2020	84150273	3998	96895
31.10.2020	84150275	288	88335
31.10.2020	84150278	20	82328
31.10.2020	84150290	1	52574
31.10.2020	84150316	17	76270
31.10.2020	84150319	2	69323
31.10.2020	84150327	625	84161
31.10.2020	84150331	52	77415
31.10.2020	84150344	18	76316
31.10.2020	84150348	2997	72817
31.10.2020	84150371	616	69549
31.10.2020	84150381	1189	72517
31.10.2020	84150391	170	76534
31.10.2020	84150397	26	66050
31.10.2020	84150409	20	81423
31.10.2020	84150415	57	75660
31.10.2020	84150417	11994	76414
31.10.2020	84150418	6620	106079
